gender,event,age_from,age_to,zscore_range,n_athletes,mean_zscore,median_zscore,min_zscore,max_zscore,median_improvement,mean_improvement,std_improvement,pct_improving,pct_getting_slower,q25_improvement,q75_improvement,transition,gender_event
F,200 IM,17,18,Bottom 15.9% (z < -1.0),25,-1.11190541230898,-1.0939293042120135,-1.226412181805281,-1.0185959032276,-0.5900000000000034,0.3188,3.118914323927477,48.0,52.0,-2.0900000000000034,2.289999999999992,17→18,F 200 IM
F,200 IM,17,18,Lower (-1.0 ≤ z < -0.5),78,-0.7576932227183821,-0.753630148041061,-0.990021164923173,-0.5016529102656297,-0.0050000000000096,-0.277692307692308,2.849313422957983,50.0,50.0,-2.272500000000001,1.6300000000000097,17→18,F 200 IM
F,200 IM,17,18,Top 15.9% (1.0 ≤ z < 1.5),27,1.2720013006508106,1.2673831611268591,1.0024174059403237,1.4803948466689851,-0.9800000000000182,-1.4266666666666723,2.7092229308214733,37.03703703703704,62.96296296296296,-2.6950000000000074,0.1850000000000164,17→18,F 200 IM
F,200 IM,17,18,Top 2.5% (z ≥ 2.0),10,2.96835940128516,2.7246948146528327,2.0804643510620324,5.008076175525074,-0.5100000000000193,-0.944000000000004,2.393028207104964,50.0,50.0,-2.967499999999994,0.7850000000000001,17→18,F 200 IM
F,200 IM,17,18,Top 6.7% (1.5 ≤ z < 2.0),14,1.725135624743945,1.6778203113177736,1.566119061582273,1.9999355431131811,-0.7849999999999966,-1.1535714285714351,2.734756732829283,35.714285714285715,64.28571428571429,-3.092500000000016,0.2749999999999843,17→18,F 200 IM
F,400 Free,15,16,Top 15.9% (1.0 ≤ z < 1.5),31,1.2176293988969014,1.2221999988147907,1.0133188706084937,1.4895094146312458,0.0,0.0738709677419397,5.080389036042835,48.38709677419355,48.38709677419355,-3.2149999999999754,4.419999999999988,15→16,F 400 Free
F,400 Free,16,17,Above Average (0.5 ≤ z < 1.0),42,0.7438442970039179,0.7434121415617734,0.5228134097101976,0.98634998549958,-0.2599999999999909,-0.8966666666666632,4.291883628357723,47.61904761904761,52.38095238095239,-3.194999999999979,2.4174999999999898,16→17,F 400 Free
F,400 Free,17,18,Above Average (0.5 ≤ z < 1.0),20,0.7405793675527473,0.715474327582514,0.5464980970136164,0.9948023821963976,-1.5999999999999943,-2.1120000000000063,3.730790264809853,30.0,70.0,-4.55749999999999,0.4825000000000159,17→18,F 400 Free
F,400 Free,17,18,Average (0 ≤ z < 0.5),40,0.221270580586016,0.2285469039839816,0.0112917503954046,0.4664930245809993,-2.300000000000012,-2.890750000000005,4.867714241561436,30.0,70.0,-5.144999999999996,1.1524999999999894,17→18,F 400 Free
F,400 Free,17,18,Below Average (-0.5 ≤ z < 0),52,-0.2455149824362236,-0.2501041328111721,-0.4852914578070636,-0.0038816254107836,-2.094999999999999,-2.619038461538457,4.93230920314651,26.923076923076923,73.07692307692307,-5.105000000000018,0.644999999999996,17→18,F 400 Free
F,400 Free,17,18,Bottom 15.9% (z < -1.0),30,-1.2267177756093537,-1.2122340987034477,-1.386038221574309,-1.0191184066247143,-0.5349999999999966,-1.5533333333333303,6.359700901422605,40.0,60.0,-4.060000000000031,1.559999999999988,17→18,F 400 Free
F,400 Free,17,18,Lower (-1.0 ≤ z < -0.5),53,-0.7192425300571643,-0.7073745036976123,-0.9873922572117764,-0.511500016017749,-1.1399999999999864,-1.5015094339622563,6.501862547726892,41.50943396226416,58.490566037735846,-5.95999999999998,3.6000000000000227,17→18,F 400 Free
F,400 Free,17,18,Top 15.9% (1.0 ≤ z < 1.5),27,1.2162212735903768,1.2141266324858162,1.0058375646008946,1.4762122145926777,-1.589999999999975,-2.296666666666664,5.459701524876683,37.03703703703704,62.96296296296296,-4.84499999999997,1.5900000000000034,17→18,F 400 Free
F,400 Free,17,18,Top 6.7% (1.5 ≤ z < 2.0),20,1.75747142612735,1.7417462912009376,1.5410439112191063,1.999003981005823,-2.875,-3.5469999999999944,5.389541817260537,25.0,75.0,-5.210000000000022,-0.0174999999999698,17→18,F 400 Free
F,400 IM,15,16,Above Average (0.5 ≤ z < 1.0),42,0.734508228505601,0.68907472983515,0.5159947349001044,0.9768202214146638,-0.4350000000000023,-0.0461904761904693,5.557901690549594,50.0,50.0,-2.8500000000000085,3.892499999999984,15→16,F 400 IM
F,400 IM,16,17,Above Average (0.5 ≤ z < 1.0),40,0.7453443354337106,0.7666815258777399,0.5111686703104819,0.992322314823353,-2.085000000000008,-1.608250000000001,6.211135116667482,40.0,60.0,-4.65749999999997,2.5149999999999864,16→17,F 400 IM
F,400 IM,16,17,Top 6.7% (1.5 ≤ z < 2.0),20,1.791773497785043,1.8932851813225136,1.5161503402242873,1.982367951426339,-0.0149999999999863,-1.5345000000000084,4.787122804984218,50.0,50.0,-4.439999999999984,1.1850000000000165,16→17,F 400 IM
F,400 IM,17,18,Above Average (0.5 ≤ z < 1.0),32,0.7182860645886258,0.7046267242446453,0.5074465578569032,0.9736853749313746,-1.3500000000000227,-3.144062500000002,7.600762650622225,37.5,62.5,-5.960000000000008,1.8399999999999888,17→18,F 400 IM
F,400 IM,17,18,Average (0 ≤ z < 0.5),42,0.2308485294734362,0.209247981103021,0.0217811234043298,0.4899626022166098,-0.5300000000000011,-2.372142857142852,11.141105257583025,45.23809523809524,54.761904761904766,-6.482499999999988,3.2300000000000324,17→18,F 400 IM
F,400 IM,17,18,Below Average (-0.5 ≤ z < 0),40,-0.2513571169317986,-0.2812741076940763,-0.4794256049507281,-0.0005594865804902,-2.009999999999991,-2.7077499999999985,7.985854834487043,37.5,62.5,-7.8974999999999795,3.332500000000039,17→18,F 400 IM
F,400 IM,17,18,Lower (-1.0 ≤ z < -0.5),42,-0.6978131619762339,-0.6814624256829971,-0.98937431112593,-0.5095368618867879,-2.424999999999983,-3.0171428571428565,7.913282169484262,38.095238095238095,61.90476190476191,-6.64749999999998,2.5924999999999727,17→18,F 400 IM
F,400 IM,17,18,Top 15.9% (1.0 ≤ z < 1.5),19,1.292997617414612,1.3466764285909485,1.0135099405564825,1.4923760589267203,-0.6299999999999955,-2.3910526315789538,4.93896739126376,31.57894736842105,68.42105263157895,-6.380000000000024,0.7100000000000081,17→18,F 400 IM
F,400 IM,17,18,Top 2.5% (z ≥ 2.0),14,2.555289552614352,2.384543462016098,2.011066742922066,4.86095151228977,-1.9550000000000125,-3.115714285714278,9.59667480677233,35.714285714285715,64.28571428571429,-4.3300000000000125,1.4500000000000026,17→18,F 400 IM
F,50 Free,15,16,Top 6.7% (1.5 ≤ z < 2.0),17,1.7523930107023995,1.736008232312905,1.5445111348856893,1.9971406378954704,-0.0199999999999995,-0.0211764705882358,0.3587868833746024,47.05882352941176,52.94117647058824,-0.25,0.1999999999999993,15→16,F 50 Free
F,50 Free,16,17,Above Average (0.5 ≤ z < 1.0),60,0.7034582914953174,0.6658153075299694,0.5106457553064021,0.976154411977104,-0.0199999999999995,0.0085,0.3310882309395286,46.66666666666666,53.333333333333336,-0.1925000000000016,0.2074999999999995,16→17,F 50 Free
F,50 Free,16,17,Top 15.9% (1.0 ≤ z < 1.5),23,1.2287734414425275,1.2175292709915435,1.0106365346934516,1.4589041300059828,-0.0300000000000011,-0.0278260869565217,0.394857778708268,47.82608695652174,52.17391304347826,-0.2599999999999998,0.1099999999999994,16→17,F 50 Free
F,50 Free,16,17,Top 6.7% (1.5 ≤ z < 2.0),25,1.6913136371141702,1.6830379276622454,1.510627314080507,1.9761359707512087,-0.0500000000000007,-0.0711999999999996,0.3463330189283144,40.0,60.0,-0.1600000000000001,0.1000000000000014,16→17,F 50 Free
F,50 Free,17,18,Above Average (0.5 ≤ z < 1.0),44,0.7396890572853583,0.7182135529020005,0.5001545853171374,0.9907872623830746,-0.1050000000000004,-0.2077272727272722,0.4801697788584008,34.090909090909086,63.63636363636363,-0.4500000000000002,0.0850000000000017,17→18,F 50 Free
F,50 Free,17,18,Average (0 ≤ z < 0.5),47,0.2345402045887718,0.2457524564681379,0.0095219082512002,0.4638114240529946,-0.2100000000000008,-0.1738297872340425,0.4677221997446743,31.91489361702128,65.95744680851064,-0.4700000000000006,0.1000000000000014,17→18,F 50 Free
F,50 Free,17,18,Below Average (-0.5 ≤ z < 0),65,-0.2773095029565773,-0.2993949624940166,-0.4992823494468051,-0.0086496723808679,-0.1499999999999985,-0.0632307692307693,0.4350459133764645,43.07692307692308,55.38461538461539,-0.3599999999999994,0.3000000000000007,17→18,F 50 Free
F,50 Free,17,18,Bottom 15.9% (z < -1.0),40,-1.1461906199485636,-1.1534592522013944,-1.2806603166258974,-1.008086607144817,-0.0500000000000006,0.0017500000000001,0.3189740389122601,47.5,52.5,-0.1874999999999999,0.2575000000000003,17→18,F 50 Free
F,50 Free,17,18,Lower (-1.0 ≤ z < -0.5),63,-0.7551266672348661,-0.753684478295811,-0.9899150265127488,-0.5174539300788797,-0.0900000000000034,-0.0615873015873013,0.396525410419801,36.507936507936506,61.90476190476191,-0.375,0.1050000000000003,17→18,F 50 Free
F,50 Free,17,18,Top 15.9% (1.0 ≤ z < 1.5),27,1.258649821329913,1.2451893912320804,1.008958843015149,1.4995915200810863,-0.1900000000000012,-0.1003703703703701,0.3465970173781336,37.03703703703704,62.96296296296296,-0.2999999999999989,0.1950000000000002,17→18,F 50 Free
F,50 Free,17,18,Top 2.5% (z ≥ 2.0),15,2.850345680398424,2.6262295192695384,2.008395777779098,3.916411744146636,-0.0300000000000011,-0.0520000000000005,0.2867100742329547,46.66666666666666,53.333333333333336,-0.2400000000000002,0.1450000000000013,17→18,F 50 Free
F,800 Free,15,16,Top 15.9% (1.0 ≤ z < 1.5),29,1.2575811656270892,1.2259503615845206,1.01817789936755,1.483455594012999,-2.6200000000000045,-1.2851724137930949,10.018284532307584,41.37931034482759,58.620689655172406,-6.949999999999932,3.6100000000000136,15→16,F 800 Free
F,800 Free,16,17,Above Average (0.5 ≤ z < 1.0),44,0.7422171665444283,0.7218492676336749,0.5048748856633278,0.9903519079532068,-0.7350000000000136,-3.488409090909094,11.95454362901818,43.18181818181818,56.81818181818182,-8.577500000000015,4.030000000000058,16→17,F 800 Free
F,800 Free,16,17,Top 6.7% (1.5 ≤ z < 2.0),16,1.7475836603971575,1.7438263915591976,1.5455436327155134,1.9901011557281003,-0.9950000000000048,-1.4974999999999952,7.342030117753535,43.75,56.25,-7.704999999999984,2.737499999999983,16→17,F 800 Free
F,800 Free,17,18,Above Average (0.5 ≤ z < 1.0),34,0.6918524043170308,0.665825791100918,0.5001329013141458,0.9988241535434322,-5.70999999999998,-5.532941176470592,16.372408915685618,38.23529411764706,61.76470588235294,-13.63499999999996,5.685000000000031,17→18,F 800 Free
F,800 Free,17,18,Top 15.9% (1.0 ≤ z < 1.5),22,1.2149835572068646,1.2084599265096636,1.0048713393020725,1.4584102712001703,-0.9500000000000456,-5.434545454545472,12.01058273027004,45.45454545454545,54.54545454545454,-10.119999999999974,2.3824999999999648,17→18,F 800 Free
F,800 Free,17,18,Top 6.7% (1.5 ≤ z < 2.0),15,1.733113762929383,1.7172298216700213,1.51404438017967,1.9446040061949337,-3.2999999999999545,-7.675999999999991,11.306936985762354,26.666666666666668,73.33333333333333,-11.990000000000066,-0.1499999999999204,17→18,F 800 Free
M,100 Back,17,18,Above Average (0.5 ≤ z < 1.0),36,0.735373548079145,0.7500146366977289,0.5055260966331876,0.9627514183123272,-0.0499999999999971,0.0180555555555549,1.2059362878058333,47.22222222222222,52.77777777777778,-0.7899999999999991,0.9349999999999988,17→18,M 100 Back
M,100 Back,17,18,Average (0 ≤ z < 0.5),41,0.255539081324878,0.2515120290336661,0.0165490165041095,0.4864750415632227,-0.1600000000000037,-0.2634146341463421,1.348427466702075,46.34146341463415,53.65853658536586,-1.3200000000000005,0.6499999999999986,17→18,M 100 Back
M,100 Back,17,18,Top 2.5% (z ≥ 2.0),14,2.434218624192418,2.470959944684491,2.0042090954703693,3.280629785157968,-0.5,-0.6957142857142854,0.979203132914823,28.57142857142857,71.42857142857143,-0.9000000000000002,-0.0625,17→18,M 100 Back
M,100 Breast,17,18,Above Average (0.5 ≤ z < 1.0),35,0.7637160126599564,0.7836698470262677,0.5146625985322442,0.9750788507624036,-0.0400000000000062,-0.1805714285714292,1.344249005115905,48.57142857142857,51.42857142857142,-0.6300000000000026,0.8149999999999977,17→18,M 100 Breast
M,100 Breast,17,18,Below Average (-0.5 ≤ z < 0),54,-0.2319091562804109,-0.2432135919364989,-0.4941145833203531,-0.0181786821386146,-0.0500000000000042,-0.0522222222222226,1.6200499154023194,48.14814814814815,51.85185185185185,-0.9899999999999984,0.9049999999999976,17→18,M 100 Breast
M,100 Breast,17,18,Top 2.5% (z ≥ 2.0),14,2.5104155506149817,2.3201150932325323,2.0407614121041213,3.4064905198430204,-0.2949999999999981,0.038571428571428,1.0279998411815965,42.85714285714285,57.14285714285714,-0.7525000000000013,0.75,17→18,M 100 Breast
M,100 Breast,17,18,Top 6.7% (1.5 ≤ z < 2.0),13,1.709675567803782,1.7045023514865902,1.518266564067646,1.9942024652493844,-0.5399999999999991,-0.9253846153846148,1.6315477096898152,15.384615384615383,84.61538461538461,-1.2000000000000028,-0.1499999999999985,17→18,M 100 Breast
M,100 Fly,16,17,Top 2.5% (z ≥ 2.0),17,2.650007481270973,2.3893071084230995,2.018694731691621,5.508627945913013,-0.0899999999999963,0.1000000000000005,1.147437041717707,41.17647058823529,58.82352941176471,-0.3599999999999994,0.6400000000000006,16→17,M 100 Fly
M,100 Fly,17,18,Top 6.7% (1.5 ≤ z < 2.0),22,1.747803179003616,1.7522556475717204,1.511451305846751,1.9522456940890696,-0.0749999999999992,-0.0972727272727279,1.2879941481310528,45.45454545454545,54.54545454545454,-0.2874999999999996,0.622499999999997,17→18,M 100 Fly
M,100 Free,16,17,Top 2.5% (z ≥ 2.0),18,2.8695599755658856,2.4445980618008787,2.00257563324968,4.822213440639407,-0.0449999999999981,-0.0372222222222219,0.7915582771804235,50.0,50.0,-0.3899999999999988,0.625,16→17,M 100 Free
M,100 Free,17,18,Above Average (0.5 ≤ z < 1.0),35,0.7398115893610981,0.7169218975044732,0.5215220889723151,0.980711639022886,-0.1500000000000056,-0.1445714285714296,0.8611067392179266,42.85714285714285,57.14285714285714,-0.860000000000003,0.5899999999999999,17→18,M 100 Free
M,1500 Free,16,17,Top 6.7% (1.5 ≤ z < 2.0),23,1.707929208503203,1.648008318939452,1.509667244305266,1.9330589264087583,-1.4700000000000273,-2.5130434782608733,15.989571719740283,43.47826086956522,56.52173913043478,-14.579999999999984,9.199999999999989,16→17,M 1500 Free
M,1500 Free,17,18,Above Average (0.5 ≤ z < 1.0),34,0.766342315870808,0.766974610349253,0.5114363820607455,0.9633378976550798,-0.990000000000066,-3.555294117647069,21.106842385864592,47.05882352941176,52.94117647058824,-16.827500000000043,10.765000000000043,17→18,M 1500 Free
M,1500 Free,17,18,Average (0 ≤ z < 0.5),34,0.2349802879853426,0.2271971992506738,0.0143225520077341,0.4934844336727397,-10.34499999999997,-6.684705882352961,25.813138496338286,38.23529411764706,61.76470588235294,-28.815000000000055,15.999999999999943,17→18,M 1500 Free
M,200 Back,16,17,Above Average (0.5 ≤ z < 1.0),39,0.7594432888345746,0.7544642246918432,0.5040697095139164,0.9946385555767951,-0.2100000000000079,0.4292307692307694,3.0605859876453723,46.15384615384615,53.84615384615385,-1.845000000000013,2.644999999999989,16→17,M 200 Back
M,200 Back,17,18,Average (0 ≤ z < 0.5),46,0.2154070461237375,0.2176897643591263,0.0100661648585457,0.4802023614288231,-0.164999999999992,-0.1895652173913027,3.1372543773744868,45.65217391304348,54.34782608695652,-1.9124999999999872,1.3799999999999957,17→18,M 200 Back
M,200 Back,17,18,Below Average (-0.5 ≤ z < 0),50,-0.26122867182221,-0.2882436045388351,-0.495867204039419,-0.0066391822277061,-0.394999999999996,-0.6597999999999993,3.76899535154927,46.0,54.0,-2.487499999999997,1.615000000000009,17→18,M 200 Back
M,200 Back,17,18,Top 15.9% (1.0 ≤ z < 1.5),27,1.254216776425237,1.2916049341897096,1.010000511878577,1.484909664759215,-0.25,-0.8511111111111102,3.116978990094635,44.44444444444444,55.55555555555556,-2.884999999999998,0.9450000000000074,17→18,M 200 Back
M,200 Back,17,18,Top 6.7% (1.5 ≤ z < 2.0),21,1.6921923388090545,1.6925332642597957,1.515933880776542,1.93356755793288,-0.0600000000000022,-0.2714285714285729,2.5506531109731507,47.61904761904761,52.38095238095239,-1.5499999999999972,1.529999999999987,17→18,M 200 Back
M,200 Breast,16,17,Top 2.5% (z ≥ 2.0),20,2.54421242149218,2.439668673381464,2.004941713539811,3.380467280128496,-0.3299999999999983,-0.2710000000000036,2.97893588383503,45.0,55.00000000000001,-1.1725000000000136,1.454999999999984,16→17,M 200 Breast
M,200 Breast,17,18,Above Average (0.5 ≤ z < 1.0),49,0.7595419141017387,0.7682375536761303,0.5210424256223851,0.9926647094091424,-0.2400000000000091,-0.9679591836734712,4.045437328893812,48.97959183673469,51.02040816326531,-3.219999999999999,2.219999999999999,17→18,M 200 Breast
M,200 Breast,17,18,Below Average (-0.5 ≤ z < 0),56,-0.2254798913124911,-0.223795526013253,-0.4774957890157844,-0.0026209377546339,-0.0499999999999829,-0.9767857142857156,5.959239257280262,50.0,50.0,-4.864999999999995,3.992500000000007,17→18,M 200 Breast
M,200 Breast,17,18,Top 15.9% (1.0 ≤ z < 1.5),39,1.2236803992569405,1.2333547025141065,1.0007961280951183,1.493560100465419,-0.6399999999999864,-1.3343589743589706,4.002529837728463,43.58974358974359,56.41025641025641,-4.454999999999984,1.7999999999999972,17→18,M 200 Breast
M,200 Breast,17,18,Top 6.7% (1.5 ≤ z < 2.0),16,1.7067049127716325,1.6602541835279785,1.5830057060111853,1.970061235463764,-1.1500000000000057,-0.9581250000000026,3.22169252635552,31.25,68.75,-1.9225000000000136,0.4874999999999971,17→18,M 200 Breast
M,200 Fly,17,18,Average (0 ≤ z < 0.5),44,0.2645656773191601,0.2511094567782995,0.0053871686408735,0.4898111081117988,-0.375,-0.2368181818181834,2.854935736203398,43.18181818181818,54.54545454545454,-1.8825000000000005,1.1550000000000082,17→18,M 200 Fly
M,200 Fly,17,18,Below Average (-0.5 ≤ z < 0),49,-0.2853245063625303,-0.3152219120717699,-0.4837171953660051,-0.0156747417709067,-0.5699999999999932,-0.8204081632653047,4.445130772936246,42.85714285714285,57.14285714285714,-2.609999999999985,1.630000000000024,17→18,M 200 Fly
M,200 Fly,17,18,Top 15.9% (1.0 ≤ z < 1.5),35,1.262816651827935,1.2644213688116903,1.004657807066411,1.491421958805313,-0.1799999999999926,-0.2874285714285723,2.1787130445775182,42.85714285714285,54.285714285714285,-1.1300000000000026,0.9199999999999946,17→18,M 200 Fly
M,200 Free,17,18,Above Average (0.5 ≤ z < 1.0),37,0.7272363132557873,0.6809037110425947,0.53641776017731,0.977685664171286,-0.2300000000000039,-0.5202702702702706,1.7333119157336512,37.83783783783784,62.16216216216216,-1.6899999999999975,0.75,17→18,M 200 Free
M,200 Free,17,18,Below Average (-0.5 ≤ z < 0),55,-0.2733425688735731,-0.2875426623247087,-0.4906039986759156,-0.0102858376913248,-0.1899999999999977,-0.2805454545454541,1.4755121368920363,47.27272727272727,52.72727272727272,-1.1850000000000025,0.7349999999999994,17→18,M 200 Free
M,200 IM,17,18,Above Average (0.5 ≤ z < 1.0),44,0.750932556232986,0.7431247287506413,0.5156856059779251,0.9991925522919526,-0.3449999999999846,-0.7147727272727263,3.0457820973784,38.63636363636363,61.36363636363637,-2.102499999999999,1.0324999999999989,17→18,M 200 IM
M,200 IM,17,18,Below Average (-0.5 ≤ z < 0),48,-0.2717362054397503,-0.265241731654284,-0.499042787931131,-0.005992941360905,-0.1300000000000096,-0.3725000000000034,2.965742248296933,43.75,56.25,-2.562499999999993,1.847500000000004,17→18,M 200 IM
M,200 IM,17,18,Top 15.9% (1.0 ≤ z < 1.5),27,1.2329347017771026,1.2250411916886417,1.0405451200688185,1.4795185318539217,-0.2300000000000039,-0.9066666666666642,2.7137004938589597,37.03703703703704,62.96296296296296,-2.134999999999998,1.0600000000000094,17→18,M 200 IM
M,200 IM,17,18,Top 2.5% (z ≥ 2.0),15,2.50824317947207,2.319293754399348,2.071178347738199,4.491894046060431,-0.1099999999999994,-0.975333333333334,3.50782908490264,33.33333333333333,66.66666666666666,-2.2150000000000034,0.8900000000000006,17→18,M 200 IM
M,400 Free,16,17,Top 6.7% (1.5 ≤ z < 2.0),24,1.746541503238899,1.8055352699759128,1.5000013679430575,1.9898005614080976,-0.0650000000000119,-0.5166666666666693,4.061967571947807,50.0,50.0,-1.8050000000000068,1.38750000000001,16→17,M 400 Free
M,400 Free,17,18,Average (0 ≤ z < 0.5),45,0.2585128826000087,0.2641816029825002,0.0075707785251148,0.4964979115149266,-1.2700000000000102,-1.4115555555555557,6.37740036049366,42.22222222222222,57.77777777777777,-4.490000000000009,2.800000000000012,17→18,M 400 Free
M,400 Free,17,18,Below Average (-0.5 ≤ z < 0),59,-0.252926139051625,-0.2627057111400609,-0.481356354464697,-0.0060948866826754,-1.5,-1.3384745762711865,5.414356876393248,35.59322033898305,64.40677966101694,-4.045000000000016,1.0350000000000108,17→18,M 400 Free
M,400 Free,17,18,Top 2.5% (z ≥ 2.0),18,2.569798649027624,2.635174516534026,2.00275789886242,3.1521921835620703,-0.2749999999999914,0.5105555555555523,3.6527683143096703,44.44444444444444,55.55555555555556,-2.085000000000015,3.2250000000000085,17→18,M 400 Free
M,400 IM,15,16,Above Average (0.5 ≤ z < 1.0),7,0.7037241915674403,0.6023936737919429,0.5007173180718136,0.999415634222905,-0.7800000000000296,-2.2271428571428538,6.748468004529856,28.57142857142857,71.42857142857143,-5.7450000000000045,2.2600000000000198,15→16,M 400 IM
M,400 IM,17,18,Below Average (-0.5 ≤ z < 0),42,-0.2538560857564981,-0.2875840791062364,-0.4976694614117999,-0.0030684470695582,-0.2999999999999829,-0.8661904761904761,7.649085520312363,50.0,50.0,-3.817499999999996,4.465000000000003,17→18,M 400 IM
M,400 IM,17,18,Top 15.9% (1.0 ≤ z < 1.5),34,1.2162388650578424,1.2070233550104894,1.000539436401593,1.499942402339386,-0.1550000000000295,-1.3588235294117643,6.034615716945956,47.05882352941176,52.94117647058824,-3.0049999999999955,2.269999999999982,17→18,M 400 IM
M,400 IM,17,18,Top 2.5% (z ≥ 2.0),15,2.46873613674276,2.288662951909422,2.0401619568394067,3.231045952537232,-3.680000000000007,-4.275333333333335,5.957522825992553,33.33333333333333,66.66666666666666,-7.200000000000017,1.1200000000000043,17→18,M 400 IM
M,50 Free,17,18,Top 2.5% (z ≥ 2.0),14,2.5900929750136235,2.4923148156644186,2.0948939099225004,3.287156627148266,-0.0299999999999993,-0.0642857142857139,0.351704305301125,42.85714285714285,50.0,-0.2900000000000018,0.1974999999999988,17→18,M 50 Free
M,50 Free,17,18,Top 6.7% (1.5 ≤ z < 2.0),16,1.767849622905708,1.741630882596343,1.5208414905174978,1.984499213883076,0.0100000000000015,0.0106250000000003,0.5229420229576126,50.0,50.0,-0.2649999999999997,0.4425000000000008,17→18,M 50 Free
M,800 Free,16,17,Top 6.7% (1.5 ≤ z < 2.0),23,1.6936912362778092,1.674547444580498,1.505198518027345,1.9719126783246708,-4.470000000000027,-5.2152173913043445,11.729295864393576,39.130434782608695,60.86956521739131,-12.199999999999989,4.689999999999998,16→17,M 800 Free
M,800 Free,17,18,Above Average (0.5 ≤ z < 1.0),35,0.7535413105476162,0.7501775217710939,0.535119292658774,0.9887822723190716,-1.9800000000000184,-2.620571428571412,12.645016622676115,45.71428571428572,54.285714285714285,-11.5,6.425000000000068,17→18,M 800 Free
M,800 Free,17,18,Average (0 ≤ z < 0.5),35,0.2341872736249292,0.2363400984419064,0.0024446521810615,0.458200655968965,-5.990000000000009,-5.861142857142856,15.568588296663911,28.57142857142857,71.42857142857143,-17.220000000000027,3.035000000000025,17→18,M 800 Free
M,800 Free,17,18,Bottom 15.9% (z < -1.0),29,-1.21497365763238,-1.2031372453244982,-1.5223234247855997,-1.0042999532011825,-2.1399999999999864,-1.406206896551739,15.096617893397934,44.82758620689656,55.172413793103445,-9.33000000000004,6.879999999999996,17→18,M 800 Free
M,800 Free,17,18,Top 6.7% (1.5 ≤ z < 2.0),17,1.667137548032022,1.616689510603212,1.5005266715206471,1.9913408294460857,-2.019999999999982,-2.8447058823529487,11.55653220815832,47.05882352941176,52.94117647058824,-5.850000000000023,6.180000000000007,17→18,M 800 Free
